epoch,phase,loss,rmse_tree_count,mae_tree_count,r2_tree_count,rmse_mean_height,mae_mean_height,r2_mean_height,rmse_tree_count_orig,rmse_mean_height_orig,support_ratio,lr
1,train,0.642376498518319,0.3798739696803686,0.283631710298786,-1.4634989057579002,1.3520186749382255,0.9027032079366106,-9.514106217843949,1.5276431632323317,18.893292503330237,0.3257218985721983,9.998914383200495e-05
1,val,0.13855762970753205,0.26328894062168384,0.22645228945220028,-0.13884846441317977,0.4576636455637959,0.32536827313625377,-0.30503749263279767,0.7360661678681991,7.594080685519449,0.3078213998904595,9.998914383200495e-05
2,train,0.11393706223060344,0.2534698861641708,0.22201537120808748,-0.0964085160451984,0.4264473581989216,0.30821258416785724,-0.040736033714042774,0.7191551238530945,7.522067851663048,0.3246025874696929,9.995658008989371e-05
2,val,0.10593512119391026,0.2677120207507277,0.22382446264373534,-0.1774336702108501,0.5055767423962131,0.2717036341567372,-0.5925912743010284,25106.53126604451,16626.03329559561,0.3078213998904595,9.995658008989371e-05
3,train,0.09457376414331897,0.24682059973113205,0.21950039788559597,-0.03430119879469906,0.3679190436484876,0.272247383482762,0.2163838009203376,0.6843123812667782,6.90692809683348,0.3270769579657193,9.99023230571997e-05
3,val,0.08985001001602565,0.24902479827837065,0.2215981021579215,-0.01879287807871166,0.34488903062406295,0.2546837209041255,0.2588793391287064,403.7966026127378,7.879866969384222,0.3078213998904595,9.99023230571997e-05
4,train,0.08956467200969828,0.24270217907935335,0.21755605792121685,-0.014341219580027431,0.3516048444210349,0.2628647180658238,0.29300273830752543,0.6698729000883425,6.719344149819077,0.3205181253367457,9.98263965328508e-05
4,val,0.08662766676682693,0.24703344143650638,0.220402356549227,-0.0025642254345523696,0.33515068683103766,0.2605019705807706,0.30014126913624484,0.6976512911754715,6.622342712734245,0.3078213998904595,9.98263965328508e-05
5,train,0.08546773976293104,0.24147433861141926,0.21705055255329947,-0.007160457646273377,0.33931472507863836,0.25476799397454125,0.3302183894522741,0.6669059090859109,6.653459265370196,0.32434965988685344,9.972883382072983e-05
5,val,0.08426451071714744,0.24687745245678314,0.21990440443336232,-0.001298489152804505,0.32839363656242876,0.24370695576969137,0.32807682036718655,2.1483772266478454,49.40627525076686,0.3078213998904595,9.972883382072983e-05
6,train,0.08434890220905172,0.24186147560943785,0.21730959531669441,-0.0016543979491332461,0.33544626955556206,0.2512238375321178,0.35579564730376345,0.6707729037419363,8.784849959046332,0.3250816608297414,9.960967771506708e-05
6,val,0.08296399238782051,0.24578165104311378,0.22055904048494304,0.007570601113239928,0.32412362144360557,0.24067807814561948,0.34543689439005176,0.6994001741353679,8.537583177500764,0.3078213998904595,9.960967771506708e-05
7,train,0.08195548221982758,0.2406350611628916,0.2164648333055759,0.004621855948964693,0.3277585995129008,0.2459137866530524,0.37766981503489794,0.6667293351466524,6.381055137426383,0.319683732657597,9.946898048166831e-05
7,val,0.08555250901442307,0.25008116627385424,0.21967047238250226,-0.027454689041184643,0.3403826699983991,0.2417311919525729,0.2781199518580729,20.073359141961404,445031404086.2085,0.3078213998904595,9.946898048166831e-05
8,train,0.08163136449353449,0.24091192808428527,0.21682226277248873,0.006277928735619054,0.32613878134356833,0.24428024739590812,0.3870529586587155,0.6681015678046774,6.371560587031653,0.32472677559688173,9.930680383499042e-05
8,val,0.08142011593549679,0.2458000839572973,0.21927775334626273,0.007421736852299077,0.3196127382559843,0.24222242810691272,0.36352944424644595,0.7884210637298527,2731.138111821657,0.3078213998904595,9.930680383499042e-05
9,train,0.08074698612607759,0.24005203829540303,0.2163217007781217,0.007742884483596946,0.3237706832140982,0.24296398731243612,0.39127152758534256,0.6645114257886064,7.752770036749516,0.32811071461644664,9.912321891107054e-05
9,val,0.082672119140625,0.25195813479108337,0.2201638872355998,-0.04293556072276061,0.3365368992570584,0.23857998102966035,0.29433994319089785,2105.4702700684893,1633475622.812062,0.3078213998904595,9.912321891107054e-05
10,train,0.07942862675107759,0.24010511020175446,0.21637334270496228,0.010760732840269682,0.3198565179322739,0.23919485674643104,0.40659694468345076,0.6658236797849936,6.233315231793694,0.3218080586400525,9.89183062363239e-05
10,val,0.09127103365384616,0.24945152317464303,0.2200410815982759,-0.02228744387009507,0.35445932043947104,0.24239528055708207,0.21717811514380336,3.6021890711991102,56530.6825738204,0.3078213998904595,9.89183062363239e-05
11,train,0.07909777411099138,0.2399610946500057,0.21631701100232942,0.013523992916187999,0.3181818121678472,0.23719609809511089,0.4204127479261758,0.6659204165087536,6.182545109380799,0.3236713540965113,9.869215569222204e-05
11,val,0.10483648838141026,0.27687313770082816,0.2261376493141665,-0.25939612084687336,0.4180129228502169,0.24158017036350157,-0.08870338629571206,63.42530125144091,1402114.611970287,0.3078213998904595,9.869215569222204e-05
12,train,0.07812710466056035,0.24039754214770062,0.21664006792546023,0.01483309307528824,0.3145789677483574,0.2347695913306817,0.4287353740667028,0.6681044662567954,6.143379784808325,0.32484755680478855,9.844486647586783e-05
12,val,0.07891454452123398,0.24494287834721593,0.2195933090717163,0.014332719319913867,0.3132900336733971,0.2308129831866246,0.38846218640399377,0.7810025326160168,2140.636617032807,0.3078213998904595,9.844486647586783e-05
13,train,0.07766281654094828,0.23992866177494612,0.2162747936922757,0.017043519739491475,0.3133787739193156,0.23327456448065514,0.4393204501415451,0.6669125076231851,6.10081604079761,0.3209084346376616,9.817654705648476e-05
13,val,0.07902174729567307,0.24434426374497853,0.21979741075274387,0.01914456638928541,0.3126906683899931,0.22677171937267437,0.39079985362012126,0.6892448391015393,6.116870763614059,0.3078213998904595,9.817654705648476e-05
14,train,0.07720231681034483,0.23983979194557142,0.21617984233796284,0.01861220271271702,0.31182904338432427,0.2324417294008186,0.4404848480924314,0.6672400009012712,6.07884731416288,0.3270757214776401,9.788731512783807e-05
14,val,0.07802953475560898,0.24421055714300174,0.2181479677641288,0.02021773228146062,0.3091961122152253,0.229515551690386,0.40434031642941326,0.6897698228299616,6.924114974581939,0.3078213998904595,9.788731512783807e-05
15,train,0.07618576575969828,0.23890483525110154,0.21574145735814207,0.019003041863787207,0.3093091010994831,0.23019803252400153,0.4468500753420658,0.6624293001449987,6.043987971511311,0.3210498415190598,9.75772975566109e-05
15,val,0.07860154371995193,0.24463428716003646,0.2189333457240429,0.016814739905650633,0.31128185771123207,0.2260146832632317,0.39627692322501007,0.7022942117109703,198.44638609426374,0.3078213998904595,9.75772975566109e-05
16,train,0.0761828192349138,0.23874892310107357,0.21556532479692384,0.018244927301152347,0.3096356697848929,0.23087265650479472,0.4395658214835929,0.661323578554963,6.067871369870573,0.32450230039399247,9.72466303267562e-05
16,val,0.07736832056290065,0.24395467182591357,0.21765230605121744,0.022269900299535128,0.30755176499258946,0.22459504564810315,0.41065906900370175,0.692071656569011,5.885287630639542,0.3078213998904595,9.72466303267562e-05
17,train,0.07560235385237069,0.23888950219117075,0.21568909387700175,0.020802628238554832,0.3072143503011135,0.2281554447498599,0.45741218453345334,0.6627880049494945,5.987126829860396,0.324380401085163,9.689545847984956e-05
17,val,0.07747474083533654,0.24547138423769652,0.21947951768845472,0.010074641143008267,0.3092529639959109,0.22631745289578303,0.4041212488172061,0.8897920835447466,30008.784843463858,0.3078213998904595,9.689545847984956e-05
18,train,0.07545797413793104,0.2382570524662931,0.21505950694960033,0.022271998748031097,0.3070050438424422,0.22854321475741574,0.46089038246761294,0.6603579176411359,5.985819019872467,0.3216430795603785,9.652393605146935e-05
18,val,0.07614448742988782,0.2437885430780638,0.21895015950391236,0.023601080148164755,0.3036507380550358,0.22639414121613272,0.42551480697976773,0.6876715796056927,5.931959921785422,0.3078213998904595,9.652393605146935e-05
19,train,0.07444184401939655,0.23786358021267978,0.21502833911970023,0.023103622442621208,0.30427886367266926,0.22587845717347824,0.4672792582547797,0.6580107942944436,5.942317260613792,0.323068092609274,9.61322260036317e-05
19,val,0.07811717497996795,0.24374336018329215,0.21889884013174768,0.02396297116153323,0.31145114289722947,0.22551837496120056,0.3956200962302867,0.7129753124800663,11050.443836687713,0.3078213998904595,9.61322260036317e-05
20,train,0.07442542766702587,0.2389441965032839,0.2156018059455329,0.02442899798957654,0.30350138329350584,0.2255296367540695,0.4693657977118376,0.6642581648954811,5.965726028979903,0.3269065593851024,9.572050015330977e-05
20,val,0.07607171474358974,0.24367411333577393,0.21889054256362467,0.024517471489612808,0.3041738280554566,0.2210959142172492,0.42353380538978347,0.6896473653576362,10.079064048721788,0.3078213998904595,9.572050015330977e-05
21,train,0.07401417699353448,0.23750933841026856,0.21488497007009685,0.02575501122394752,0.3033826717464169,0.22488264064199792,0.47080496287729356,0.6571451784210576,6.6843263570810105,0.32692967118888067,9.528893909706908e-05
21,val,0.5071098132011218,0.7432371226178421,0.29092609953203996,-8.075185126298404,2.4329562662182194,0.5017749648998109,-35.88066659162641,181818689716298.12,7.280782597041942e+50,0.3078213998904595,9.528893909706908e-05
22,train,0.07426715719288793,0.23766717016904904,0.21466483270699607,0.024219338230074605,0.3034462349873177,0.2254483076259125,0.47319296896269814,0.6577654314224778,5.933211370890049,0.3236103189402613,9.483773213185213e-05
22,val,0.07553491836939102,0.24380304105343412,0.21927712546341024,0.023484944843100264,0.30187942809265234,0.21995736051820003,0.4321976384060118,0.6860988327236698,6.803476561891637,0.3078213998904595,9.483773213185213e-05
23,train,0.0737468851023707,0.23841897507456256,0.21541034348953633,0.026846696737660825,0.3017581956342355,0.22362871531414627,0.4710811149861768,0.6619530910569537,5.908974648017129,0.3263218189107961,9.436707717194636e-05
23,val,0.07669145633012821,0.2438692070478917,0.21725256241264776,0.022954837777793613,0.3071826614404204,0.22979746905702714,0.4120727971916899,0.7206679745046658,327.3866388248966,0.3078213998904595,9.436707717194636e-05
24,train,0.07248829808728448,0.23721129090234414,0.21440535605417485,0.029168935275815988,0.2980130881095237,0.22038447855797744,0.48445173171542133,0.6566581924446036,5.830477952580881,0.32686000692433326,9.387718066217243e-05
24,val,0.07476024138621795,0.24397870904845592,0.21884102303073869,0.022077216358239116,0.2993287672598474,0.21884485946813645,0.4417521339615724,0.6915230735672699,18.47715142165557,0.3078213998904595,9.387718066217243e-05
25,train,0.07223868534482758,0.23788587514356696,0.21478926226081904,0.03059892521223795,0.2971935531136709,0.21940113259165228,0.48900560964373185,0.6603258613476602,5.801764209213649,0.3266662466114965,9.336825748733098e-05
25,val,0.0767822265625,0.24330154483729377,0.21859753810176255,0.027498142825652883,0.3078015509634554,0.21891345085775074,0.4097013838710848,0.6880360447003666,6.4910625634492645,0.3078213998904595,9.336825748733098e-05
26,train,0.07298436658135776,0.23663796853781852,0.21418757171708117,0.026215856456400566,0.30033003938191827,0.2229070283320814,0.4781628586568506,0.65289130071584,5.890559729237102,0.32765350341796873,9.284053087794643e-05
26,val,0.0741733648838141,0.24329249037740405,0.21816238007270677,0.027570524735241797,0.2991050983343,0.2205422263820644,0.44258610692474487,0.6916506964208916,161.17616645278912,0.3078213998904595,9.284053087794643e-05
27,train,0.07194992591594827,0.23774317191879057,0.21451262670809743,0.03388607230853091,0.2961388599957521,0.21836777969771198,0.4932438089676404,0.6606785728878134,5.766700362484305,0.3218597675191945,9.229423231235099e-05
27,val,0.07474772135416667,0.24377829940130993,0.21874023035023185,0.02368313244363185,0.3024398514967478,0.21921654560236178,0.4300874906279323,0.6977151786545799,19214.687761175046,0.3078213998904595,9.229423231235099e-05
28,train,0.07222858297413794,0.23715927363258354,0.21445808529994334,0.035034622229288326,0.29738406430544406,0.21963736833907038,0.4910368107384142,0.6578778761477877,5.8078853992800425,0.32378763659247034,9.17296014151512e-05
28,val,0.07418588491586539,0.24353547680626134,0.21962419960477605,0.02562714242942754,0.2975684179094023,0.21917861216221235,0.448298926105814,0.6865196565108301,6.6238476623541125,0.3078213998904595,9.17296014151512e-05
29,train,0.0713336813038793,0.23670632709189657,0.21405453087331133,0.030992112254966342,0.2945859562114992,0.21749787792727862,0.49556311242745343,0.6544270889242825,5.757632134562984,0.3266504090407799,9.114688585211964e-05
29,val,0.07539563301282051,0.24420470124765312,0.21821047252582368,0.02026471987857259,0.3021479807088047,0.22849260171310373,0.43118695254350203,0.6919987215164408,85.11089807545162,0.3078213998904595,9.114688585211964e-05
30,train,0.07217049434267242,0.23799423362807134,0.21462166948135336,0.03205389453195018,0.2964786387800863,0.2190986089548759,0.497862313542454,0.6613796603669357,5.798355706155182,0.3262493922792632,9.054634122156123e-05
30,val,0.07401060446714744,0.24414964451399987,0.21863082163865794,0.020706439006044297,0.2974700522929958,0.2163552258172244,0.448663611625705,0.6901704766275638,67.7935428210597,0.3078213998904595,9.054634122156123e-05
